text,label,language,subcategory,term_used
dekhai de j.e.t.t.h.i,1,romanized_nepali,dehumanizing,jetthi
timi k.u.t.i.a chau,1,romanized_nepali,gendered_insults,kutia
How are you?,0,mixed,neutral,
Kehi khana khana jane? ल्होकी,0,tamang,gendered,ल्होकी
u send छिनाल photo,1,nepali,strong_slurs,छिनाल
u dekhai de m.u.j.i,1,romanized_nepali,slurs,muji
Kehi khana khana jane?,0,mixed,neutral,
photo patha भेंडी,1,nepali,dehumanizing,भेंडी
she करमी mentality,1,bhojpuri,gendered,करमी
The meeting is scheduled for Monday,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
photo patha चिम्मटी,1,nepali,body_shaming,चिम्मटी
dekhai de ho timi,1,romanized_nepali,sexual_phrases,dekhai de
send न्हयाथा येन photo,1,newari,contexts,न्हयाथा येन
We will meet tomorrow at 10am moti,0,romanized_nepali,gendered_insults,moti
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
timi send r@nd1 photo,1,romanized_nepali,slurs,randi
I like this article,0,mixed,neutral,
she send d3kh@1d3 photo,1,romanized_nepali,sexualized,dekhaide
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Ramro kam gareko chau इक्वासा,0,newari,slurs,इक्वासा
The meeting is scheduled for Monday,0,mixed,neutral,
u moti jasto ho,1,romanized_nepali,gendered_insults,moti
yo manche स्टाटस हेर्दा नै थाहा हुन्छ haru sabai,1,nepali,contextual_phrases,स्टाटस हेर्दा नै थाहा हुन्छ
n.a.n.g.i.n.u haru sabai,1,romanized_nepali,sexual_phrases,nanginu
Ramro kam gareko chau,0,mixed,neutral,
muji jasto ho,1,romanized_nepali,slurs,muji
The meeting is scheduled for Monday,0,mixed,neutral,
u photo patha कुकुर्नी,1,nepali,gendered_insults,कुकुर्नी
भ्याग्री ho timi,1,nepali,slurs,भ्याग्री
We will meet tomorrow at 10am,0,mixed,neutral,
I like this article,0,mixed,neutral,
timi photo patha मखु,1,newari,gendered,मखु
I like this article,0,mixed,neutral,
hey photo patha छिनाल,1,nepali,dehumanizing,छिनाल
u look like कुकुर्नी,1,nepali,gendered_insults,कुकुर्नी
गौरिनी jasto ho,1,tharu,gendered,गौरिनी
How are you?,0,mixed,neutral,
dekhai de कलमुही,1,bhojpuri,slurs,कलमुही
Thank you for your help एना करत नई,0,tharu,contexts,एना करत नई
That is a beautiful picture उमेर हेरेर बस,0,nepali,contextual_phrases,उमेर हेरेर बस
send हड्डी photo,1,nepali,body_shaming,हड्डी
Tapaiko din kasto garyo? आफूलाई धेरै देखायो,0,nepali,contextual_phrases,आफूलाई धेरै देखायो
Please send the report by Friday,0,mixed,neutral,
u timi $vtn3$@n1 chau,1,romanized_nepali,sexualized,sutnesani
she u look like e-a-s-y- -x-a,1,romanized_nepali,hybrid,easy xa
yo manche b.h.e.n.d.i mentality,1,romanized_nepali,dehumanizing,bhendi
We will meet tomorrow at 10am kali,0,romanized_nepali,body_shaming,kali
hey k u k u r n i haru sabai,1,romanized_nepali,gendered_insults,kukurni
timi रांड ho timi,1,bhojpuri,slurs,रांड
Tapaiko din kasto garyo?,0,mixed,neutral,
yo manche dekhai de r.a.a.t. .m.a. .l.a.i.j.a.n.e,1,romanized_nepali,sexual_phrases,raat ma laijane
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
timi चण्डी chau,1,nepali,slurs,चण्डी
yo manche कउटी jasto behave gareki,1,tharu,gendered,कउटी
I like this article,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
hey timilai भेंडी jasto lagcha,1,nepali,dehumanizing,भेंडी
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
u dekhai de r@@tm@ l@1j@n3,1,romanized_nepali,coercive_threat,raatma laijane
yo manche timilai chh1n@l jasto lagcha,1,romanized_nepali,dehumanizing,chhinal
Tapaiko din kasto garyo?,0,mixed,neutral,
hey send सुत्नेसनी photo,1,nepali,sexualized,सुत्नेसनी
she timilai भेंडी jasto lagcha,1,nepali,dehumanizing,भेंडी
राँडी haru sabai,1,nepali,slurs,राँडी
timi nanginu haru sabai,1,romanized_nepali,sexual_phrases,nanginu
yo manche timi तोहार बात बहुत खराब chau,1,tharu,contexts,तोहार बात बहुत खराब
hey b-h-y-a-g-r-i mentality,1,romanized_nepali,slurs,bhyagri
The meeting is scheduled for Monday,0,mixed,neutral,
hey चण्डी mindset,1,nepali,slurs,चण्डी
I like this article देखाइदे,0,nepali,sexualized,देखाइदे
Tapaiko din kasto garyo? moti,0,romanized_nepali,body_shaming,moti
Please send the report by Friday काली,0,nepali,gendered_insults,काली
she ma timro टोरी hoina ni,1,nepali,strong_slurs,टोरी
How are you?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
timilai k.h.a.n. .d.e jasto lagcha,1,romanized_nepali,sexual_phrases,khan de
timi भ्याग्री chau,1,nepali,slurs,भ्याग्री
she photo patha m.u.j.i. .m.e.n.t.a.l.i.t.y,1,romanized_nepali,hybrid,muji mentality
yo manche ma timro ग्वाहा hoina ni,1,newari,slurs,ग्वाहा
kh@n d3 ho timi,1,romanized_nepali,sexual_phrases,khan de
u बेश्या jasto ho,1,nepali,gendered_insults,बेश्या
u u look like फटाहा,1,nepali,strong_slurs,फटाहा
We will meet tomorrow at 10am,0,mixed,neutral,
लाम्बा haru sabai,1,tamang,slurs,लाम्बा
u look like रातमा लैजाने,1,nepali,coercive_threat,रातमा लैजाने
The meeting is scheduled for Monday,0,mixed,neutral,
timi chhinal ho timi,1,romanized_nepali,strong_slurs,chhinal
The meeting is scheduled for Monday,0,mixed,neutral,
hey j.e.t.t.h.i jasto behave gareki,1,romanized_nepali,dehumanizing,jetthi
timi timilai काली jasto lagcha,1,nepali,gendered_insults,काली
timi कउटी chau,1,tharu,gendered,कउटी
hey randi ho timi,1,romanized_nepali,strong_slurs,randi
hey k.h.a.n. .d.e mindset,1,romanized_nepali,sexualized,khan de
We will meet tomorrow at 10am,0,mixed,neutral,
yo manche जेट्ठी jasto ho,1,nepali,dehumanizing,जेट्ठी
hey u look like देखाइदे,1,nepali,sexualized,देखाइदे
Can you share the document?,0,mixed,neutral,
I like this article,0,mixed,neutral,
u ma timro छुँदै छुँदै hoina ni,1,nepali,coercive_threat,छुँदै छुँदै
yo manche timilai मोटी jasto lagcha,1,nepali,body_shaming,मोटी
Please send the report by Friday,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
timi चिम्मटी haru sabai,1,nepali,body_shaming,चिम्मटी
लाम्बा mindset,1,tamang,slurs,लाम्बा
That is a beautiful picture,0,mixed,neutral,
The meeting is scheduled for Monday यस्ती केटी,0,nepali,contextual_phrases,यस्ती केटी
b e h a v e   g a r   n a haru sabai,1,romanized_nepali,contextual_phrases,behave gar na
hey टोरी mentality,1,nepali,strong_slurs,टोरी
u स्यालनी mentality,1,nepali,slurs,स्यालनी
hey chhinal mindset,1,romanized_nepali,dehumanizing,chhinal
u photo patha भ्याग्री,1,nepali,slurs,भ्याग्री
Thank you for your help,0,mixed,neutral,
timi send c.h.e.a.p. .x.a photo,1,romanized_nepali,contextual_phrases,cheap xa
Malaai yo kurama sanchai lagyo राँडी,0,nepali,slurs,राँडी
We will meet tomorrow at 10am,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
u look like b-e-h-a-v-e- -g-a-r- -n-a,1,romanized_nepali,contextual_phrases,behave gar na
timi n-a-n-g-i-n jasto behave gareki,1,romanized_nepali,sexualized,nangin
she टोरी jasto behave gareki,1,nepali,slurs,टोरी
Kehi khana khana jane?,0,mixed,neutral,
Kehi khana khana jane? raatma laijane,0,romanized_nepali,coercive_threat,raatma laijane
yo manche dekhai de randi mindset,1,romanized_nepali,hybrid,randi mindset
dekhai de e a s y   x a,1,romanized_nepali,hybrid,easy xa
hey रांड ho timi,1,bhojpuri,slurs,रांड
hey timilai काली jasto lagcha,1,nepali,body_shaming,काली
hey b.h.y.a.g.r.i mentality,1,romanized_nepali,slurs,bhyagri
Tapaiko din kasto garyo?,0,mixed,neutral,
timi photo patha r@nd1,1,romanized_nepali,slurs,randi
कती बोलछौ mentality,1,tharu,contexts,कती बोलछौ
u dekhai de नांगीन,1,nepali,sexualized,नांगीन
ma timro जादे बोलतारी hoina ni,1,bhojpuri,contexts,जादे बोलतारी
How are you?,0,mixed,neutral,
How are you?,0,mixed,neutral,
yo manche ma timro सिहनी hoina ni,1,tharu,slurs,सिहनी
r.a.n.d.i jasto behave gareki,1,romanized_nepali,slurs,randi
yo manche मिच्यो मोस haru sabai,1,tamang,contexts,मिच्यो मोस
Tapaiko din kasto garyo?,0,mixed,neutral,
I like this article,0,mixed,neutral,
I like this article,0,mixed,neutral,
send muji mentality photo,1,romanized_nepali,hybrid,muji mentality
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
u u look like muji,1,romanized_nepali,strong_slurs,muji
I like this article,0,mixed,neutral,
hey मोटी ho timi,1,nepali,gendered_insults,मोटी
Tapaiko din kasto garyo?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
send चण्डी photo,1,nepali,slurs,चण्डी
The meeting is scheduled for Monday एना करत नई,0,tharu,contexts,एना करत नई
yo manche थ्वसा mindset,1,newari,gendered,थ्वसा
Tapaiko din kasto garyo? kutia,0,romanized_nepali,gendered_insults,kutia
Kehi khana khana jane? chhudai chhudai,0,romanized_nepali,coercive_threat,chhudai chhudai
Thank you for your help,0,mixed,neutral,
hey मोटी mentality,1,nepali,gendered_insults,मोटी
u n@ng1n ho timi,1,romanized_nepali,sexualized,nangin
How are you?,0,mixed,neutral,
yo manche timi करमी chau,1,bhojpuri,gendered,करमी
चण्डी mentality,1,nepali,slurs,चण्डी
u look like मिच्यो मोस,1,tamang,contexts,मिच्यो मोस
m u j i mentality,1,romanized_nepali,slurs,muji
That is a beautiful picture,0,mixed,neutral,
yo manche ma timro j.e.t.t.h.i hoina ni,1,romanized_nepali,dehumanizing,jetthi
dekhai de d.e.k.h.a.i.d.e,1,romanized_nepali,sexualized,dekhaide
The meeting is scheduled for Monday,0,mixed,neutral,
timi k.h.a.n. .d.e mentality,1,romanized_nepali,sexual_phrases,khan de
u timilai b-h-e-n-d-i jasto lagcha,1,romanized_nepali,dehumanizing,bhendi
कइसन रहउ mentality,1,bhojpuri,contexts,कइसन रहउ
Please send the report by Friday,0,mixed,neutral,
u बलात्कार गर्ने jasto ho,1,nepali,coercive_threat,बलात्कार गर्ने
r.a.n.d.i mindset,1,romanized_nepali,slurs,randi
Kehi khana khana jane?,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
she k.u.k.u.r.n.i ho timi,1,romanized_nepali,dehumanizing,kukurni
yo manche moti mindset,1,romanized_nepali,gendered_insults,moti
टोरी haru sabai,1,nepali,strong_slurs,टोरी
yo manche send s.u.t.n.e.s.a.n.i photo,1,romanized_nepali,sexualized,sutnesani
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
ma timro छिनाल hoina ni,1,nepali,dehumanizing,छिनाल
Thank you for your help सिहनी,0,tharu,slurs,सिहनी
That is a beautiful picture,0,mixed,neutral,
I like this article छोरोम हे,0,tamang,contexts,छोरोम हे
d e k h a i d e jasto behave gareki,1,romanized_nepali,sexualized,dekhaide
timilai kutia jasto lagcha,1,romanized_nepali,gendered_insults,kutia
u dekhai de c h h u d a i   c h h u d a i,1,romanized_nepali,coercive_threat,chhudai chhudai
she उमेर हेरेर बस haru sabai,1,nepali,contextual_phrases,उमेर हेरेर बस
yo manche इक्वासा ho timi,1,newari,slurs,इक्वासा
send 3@$y x@ photo,1,romanized_nepali,hybrid,easy xa
dekhai de mvj1 m3nt@l1ty,1,romanized_nepali,hybrid,muji mentality
k u k u r n i haru sabai,1,romanized_nepali,dehumanizing,kukurni
Ramro kam gareko chau,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
she timi निकार chau,1,bhojpuri,gendered,निकार
timi स्यालनी chau,1,nepali,slurs,स्यालनी
Kehi khana khana jane?,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
How are you?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
u photo patha काली,1,nepali,body_shaming,काली
Can you share the document?,0,mixed,neutral,
send न्हयाथा येन photo,1,newari,contexts,न्हयाथा येन
The meeting is scheduled for Monday,0,mixed,neutral,
hey आफूलाई धेरै देखायो haru sabai,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
she केटाजस्तो बिहेव mindset,1,nepali,contextual_phrases,केटाजस्तो बिहेव
I like this article,0,mixed,neutral,
ma timro kutia hoina ni,1,romanized_nepali,gendered_insults,kutia
u dh3r@1 d3kh@vx@ jasto behave gareki,1,romanized_nepali,contextual_phrases,dherai dekhauxa
photo patha k a l i,1,romanized_nepali,gendered_insults,kali
kh@n d3 haru sabai,1,romanized_nepali,sexualized,khan de
मोटी jasto behave gareki,1,nepali,body_shaming,मोटी
hey देखाइदे jasto behave gareki,1,nepali,sexual_phrases,देखाइदे
सुत्नेसनी haru sabai,1,nepali,sexualized,सुत्नेसनी
We will meet tomorrow at 10am,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
How are you?,0,mixed,neutral,
How are you?,0,mixed,neutral,
Ramro kam gareko chau खान दे,0,nepali,sexual_phrases,खान दे
hey send खान दे photo,1,nepali,sexual_phrases,खान दे
Thank you for your help,0,mixed,neutral,
send थ्वसा भाय photo,1,newari,contexts,थ्वसा भाय
Can you share the document? behave gar na,0,romanized_nepali,contextual_phrases,behave gar na
Ramro kam gareko chau,0,mixed,neutral,
hey send mvj1 m3nt@l1ty photo,1,romanized_nepali,hybrid,muji mentality
Ramro kam gareko chau,0,mixed,neutral,
timi तोहार चाल ठीक नइखे mentality,1,bhojpuri,contexts,तोहार चाल ठीक नइखे
timi timi छुँदै छुँदै chau,1,nepali,coercive_threat,छुँदै छुँदै
u look like k.u.t.i.a,1,romanized_nepali,dehumanizing,kutia
u dekhai de थ्वसा भाय,1,newari,contexts,थ्वसा भाय
Can you share the document?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Thank you for your help काली,0,nepali,body_shaming,काली
yo manche send यस्ती केटी photo,1,nepali,contextual_phrases,यस्ती केटी
k-a-s-t-o- -a-t-t-i-t-u-d-e jasto ho,1,romanized_nepali,contextual_phrases,kasto attitude
Thank you for your help,0,mixed,neutral,
she timilai b-h-y-a-g-r-i jasto lagcha,1,romanized_nepali,slurs,bhyagri
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
yo manche s.u.t.n.e.s.a.n.i mentality,1,romanized_nepali,sexualized,sutnesani
Tapaiko din kasto garyo? चण्डी,0,nepali,slurs,चण्डी
dekhai de chhudai chhudai,1,romanized_nepali,coercive_threat,chhudai chhudai
she कती बोलछौ mindset,1,tharu,contexts,कती बोलछौ
she भेंडी jasto ho,1,nepali,strong_slurs,भेंडी
timi ma timro थ्वसा hoina ni,1,newari,gendered,थ्वसा
hey u look like छिनाल,1,nepali,strong_slurs,छिनाल
timi ma timro ch1mm@t1 hoina ni,1,romanized_nepali,body_shaming,chimmati
That is a beautiful picture,0,mixed,neutral,
she timi न्ह्याकुसा chau,1,newari,slurs,न्ह्याकुसा
Please send the report by Friday,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
hey s.y.a.l.n.i haru sabai,1,romanized_nepali,slurs,syalni
she dekhai de b-e-s-y-a,1,romanized_nepali,gendered_insults,besya
u look like कुतिया,1,nepali,dehumanizing,कुतिया
u timi रातमा लैजाने chau,1,nepali,coercive_threat,रातमा लैजाने
That is a beautiful picture,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
ma timro तोहार बात बहुत खराब hoina ni,1,tharu,contexts,तोहार बात बहुत खराब
yo manche timi m.u.j.i chau,1,romanized_nepali,slurs,muji
Please send the report by Friday,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
timi send kvkvrn1 photo,1,romanized_nepali,dehumanizing,kukurni
Tapaiko din kasto garyo?,0,mixed,neutral,
hey न्ह्याकुसा mindset,1,newari,slurs,न्ह्याकुसा
Ramro kam gareko chau,0,mixed,neutral,
yo manche उमेर हेरेर बस ho timi,1,nepali,contextual_phrases,उमेर हेरेर बस
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
u photo patha तागी,1,tamang,slurs,तागी
We will meet tomorrow at 10am,0,mixed,neutral,
hey छिनाल ho timi,1,nepali,dehumanizing,छिनाल
Please send the report by Friday,0,mixed,neutral,
she u look like यस्ती केटी,1,nepali,contextual_phrases,यस्ती केटी
The meeting is scheduled for Monday,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
yo manche j e t t h i mentality,1,romanized_nepali,dehumanizing,jetthi
timi timi करमी chau,1,bhojpuri,gendered,करमी
Thank you for your help,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Tapaiko din kasto garyo? dekhaide,0,romanized_nepali,sexualized,dekhaide
u dekhai de c.h.i.m.m.a.t.i,1,romanized_nepali,body_shaming,chimmati
she s-l-u-t- -j-a-s-t-o mindset,1,romanized_nepali,hybrid,slut jasto
yo manche timilai k.u.k.u.r.n.i jasto lagcha,1,romanized_nepali,dehumanizing,kukurni
timi खान दे chau,1,nepali,sexualized,खान दे
she u look like छिनाल,1,nepali,dehumanizing,छिनाल
yo manche ma timro चण्डी hoina ni,1,nepali,slurs,चण्डी
yo manche ma timro सुत्नेसनी hoina ni,1,nepali,sexualized,सुत्नेसनी
स्यालनी ho timi,1,nepali,slurs,स्यालनी
That is a beautiful picture,0,mixed,neutral,
yo manche photo patha भ्याग्री,1,nepali,slurs,भ्याग्री
The meeting is scheduled for Monday,0,mixed,neutral,
yo manche timilai n.a.n.g.i.n jasto lagcha,1,romanized_nepali,sexualized,nangin
she timilai ch1mm@t1 jasto lagcha,1,romanized_nepali,body_shaming,chimmati
How are you?,0,mixed,neutral,
u look like मोटकी,1,bhojpuri,gendered,मोटकी
Kehi khana khana jane?,0,mixed,neutral,
she t.o.r.i haru sabai,1,romanized_nepali,slurs,tori
Ramro kam gareko chau,0,mixed,neutral,
खान दे ho timi,1,nepali,sexual_phrases,खान दे
We will meet tomorrow at 10am kutia,0,romanized_nepali,dehumanizing,kutia
timi timi ङा नाङ्छे chau,1,tamang,contexts,ङा नाङ्छे
Tapaiko din kasto garyo?,0,mixed,neutral,
u कलमुही jasto behave gareki,1,bhojpuri,slurs,कलमुही
Can you share the document?,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
timi r a n d i   m i n d s e t haru sabai,1,romanized_nepali,hybrid,randi mindset
The meeting is scheduled for Monday,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
hey dekhai de k.a.l.i,1,romanized_nepali,body_shaming,kali
u m u j i mindset,1,romanized_nepali,strong_slurs,muji
Please send the report by Friday,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
hey उमेर हेरेर बस jasto behave gareki,1,nepali,contextual_phrases,उमेर हेरेर बस
yo manche send छिनार photo,1,bhojpuri,slurs,छिनार
timi timi छिनाल chau,1,nepali,dehumanizing,छिनाल
Kehi khana khana jane?,0,mixed,neutral,
That is a beautiful picture moti,0,romanized_nepali,body_shaming,moti
I like this article,0,mixed,neutral,
yo manche भ्याग्री mentality,1,nepali,slurs,भ्याग्री
Ramro kam gareko chau,0,mixed,neutral,
The meeting is scheduled for Monday ङा नाङ्छे,0,tamang,contexts,ङा नाङ्छे
Ramro kam gareko chau,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
How are you?,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
u छुँदै छुँदै haru sabai,1,nepali,coercive_threat,छुँदै छुँदै
Ramro kam gareko chau,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
yo manche syalni ho timi,1,romanized_nepali,slurs,syalni
Kehi khana khana jane?,0,mixed,neutral,
Kehi khana khana jane?,0,mixed,neutral,
u ङा नाङ्छे ho timi,1,tamang,contexts,ङा नाङ्छे
u khan de mindset,1,romanized_nepali,sexualized,khan de
hey u look like कुतिया,1,nepali,dehumanizing,कुतिया
yo manche u look like राँडी,1,nepali,strong_slurs,राँडी
timi send नांगिनु photo,1,nepali,sexual_phrases,नांगिनु
she photo patha केटाजस्तो बिहेव,1,nepali,contextual_phrases,केटाजस्तो बिहेव
Kehi khana khana jane?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
How are you?,0,mixed,neutral,
Please send the report by Friday syalni,0,romanized_nepali,slurs,syalni
hey photo patha मोटी,1,nepali,body_shaming,मोटी
Can you share the document?,0,mixed,neutral,
she न्हयाथा येन ho timi,1,newari,contexts,न्हयाथा येन
We will meet tomorrow at 10am,0,mixed,neutral,
hey timilai ग्वाहा jasto lagcha,1,newari,slurs,ग्वाहा
n@ng1n jasto ho,1,romanized_nepali,sexualized,nangin
timi u look like फटाहा,1,nepali,strong_slurs,फटाहा
u राँडी mindset,1,nepali,slurs,राँडी
yo manche timi f a t a h a chau,1,romanized_nepali,slurs,fataha
timi u look like syalni,1,romanized_nepali,strong_slurs,syalni
u look like bhendi,1,romanized_nepali,dehumanizing,bhendi
Tapaiko din kasto garyo?,0,mixed,neutral,
timi c.h.h.u.d.a.i. .c.h.h.u.d.a.i mentality,1,romanized_nepali,coercive_threat,chhudai chhudai
Tapaiko din kasto garyo?,0,mixed,neutral,
photo patha d-e-k-h-a-i- -d-e,1,romanized_nepali,sexual_phrases,dekhai de
timilai c.h.i.m.m.a.t.i jasto lagcha,1,romanized_nepali,body_shaming,chimmati
How are you? moti,0,romanized_nepali,gendered_insults,moti
How are you?,0,mixed,neutral,
How are you?,0,mixed,neutral,
timi u look like कुतिया,1,nepali,gendered_insults,कुतिया
The meeting is scheduled for Monday,0,mixed,neutral,
she m.u.j.i jasto behave gareki,1,romanized_nepali,slurs,muji
hey send उमेर हेरेर बस photo,1,nepali,contextual_phrases,उमेर हेरेर बस
yo manche ma timro d.e.k.h.a.i.d.e hoina ni,1,romanized_nepali,sexualized,dekhaide
u timilai टोरी jasto lagcha,1,nepali,strong_slurs,टोरी
चिम्मटी jasto ho,1,nepali,body_shaming,चिम्मटी
yo manche send हड्डी photo,1,nepali,body_shaming,हड्डी
Kehi khana khana jane?,0,mixed,neutral,
timilai kvt1@ jasto lagcha,1,romanized_nepali,dehumanizing,kutia
Can you share the document? kali,0,romanized_nepali,body_shaming,kali
she timilai उमेर हेरेर बस jasto lagcha,1,nepali,contextual_phrases,उमेर हेरेर बस
Can you share the document?,0,mixed,neutral,
photo patha छिनाल,1,nepali,strong_slurs,छिनाल
Can you share the document?,0,mixed,neutral,
she dekhai de चण्डी,1,nepali,slurs,चण्डी
We will meet tomorrow at 10am,0,mixed,neutral,
That is a beautiful picture fataha,0,romanized_nepali,slurs,fataha
That is a beautiful picture,0,mixed,neutral,
u बेश्या mentality,1,nepali,gendered_insults,बेश्या
Can you share the document? chhudai chhudai,0,romanized_nepali,coercive_threat,chhudai chhudai
The meeting is scheduled for Monday,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
hey ङा नाङ्छे mentality,1,tamang,contexts,ङा नाङ्छे
We will meet tomorrow at 10am,0,mixed,neutral,
Malaai yo kurama sanchai lagyo राँडी,0,nepali,slurs,राँडी
The meeting is scheduled for Monday,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
That is a beautiful picture moti,0,romanized_nepali,body_shaming,moti
देखाइदे ho timi,1,nepali,sexualized,देखाइदे
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
timi tori jasto ho,1,romanized_nepali,slurs,tori
she काली jasto behave gareki,1,nepali,body_shaming,काली
Kehi khana khana jane?,0,mixed,neutral,
u खान दे jasto behave gareki,1,nepali,sexualized,खान दे
We will meet tomorrow at 10am,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
u photo patha काली,1,nepali,body_shaming,काली
she timi bhyagri chau,1,romanized_nepali,slurs,bhyagri
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
u ma timro s-y-a-l-n-i hoina ni,1,romanized_nepali,slurs,syalni
hey timilai रातमा लैजाने jasto lagcha,1,nepali,sexual_phrases,रातमा लैजाने
u m.o.t.i jasto behave gareki,1,romanized_nepali,body_shaming,moti
u timi t.o.r.i chau,1,romanized_nepali,strong_slurs,tori
Kehi khana khana jane?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
yo manche एना करत नई haru sabai,1,tharu,contexts,एना करत नई
Tapaiko din kasto garyo? उमेर हेरेर बस,0,nepali,contextual_phrases,उमेर हेरेर बस
hey d.e.k.h.a.i. .d.e jasto ho,1,romanized_nepali,sexual_phrases,dekhai de
u u look like c.h.a.n.d.i,1,romanized_nepali,slurs,chandi
timi d.e.k.h.a.i. .d.e mindset,1,romanized_nepali,sexual_phrases,dekhai de
u randi ho timi,1,romanized_nepali,strong_slurs,randi
Ramro kam gareko chau,0,mixed,neutral,
yo manche timilai k-h-a-n- -d-e jasto lagcha,1,romanized_nepali,sexualized,khan de
yo manche s-u-t-n-e-s-a-n-i mentality,1,romanized_nepali,sexualized,sutnesani
u timi रातमा लैजाने chau,1,nepali,coercive_threat,रातमा लैजाने
How are you?,0,mixed,neutral,
u u look like तोहार बात बहुत खराब,1,tharu,contexts,तोहार बात बहुत खराब
hey u look like b.h.e.n.d.i,1,romanized_nepali,dehumanizing,bhendi
hey dekhai de राँडी,1,nepali,strong_slurs,राँडी
hey send चिम्मटी photo,1,nepali,body_shaming,चिम्मटी
she timi s y a l n i chau,1,romanized_nepali,slurs,syalni
Kehi khana khana jane?,0,mixed,neutral,
u ma timro राँडी hoina ni,1,nepali,slurs,राँडी
Kehi khana khana jane?,0,mixed,neutral,
I like this article,0,mixed,neutral,
yo manche dekhai de तोहार बात बहुत खराब,1,tharu,contexts,तोहार बात बहुत खराब
yo manche नांगीन jasto behave gareki,1,nepali,sexualized,नांगीन
u $lvt j@$t0 haru sabai,1,romanized_nepali,hybrid,slut jasto
hey ma timro रांड hoina ni,1,bhojpuri,slurs,रांड
u u look like r.a.a.t.m.a. .l.a.i.j.a.n.e,1,romanized_nepali,coercive_threat,raatma laijane
Thank you for your help,0,mixed,neutral,
timi timi k-u-k-u-r-n-i chau,1,romanized_nepali,gendered_insults,kukurni
u u look like निकार,1,bhojpuri,gendered,निकार
yo manche dekhai de बलात्कार गर्ने,1,nepali,coercive_threat,बलात्कार गर्ने
yo manche ma timro d.e.k.h.a.i. .d.e hoina ni,1,romanized_nepali,sexual_phrases,dekhai de
ma timro $lvt j@$t0 hoina ni,1,romanized_nepali,hybrid,slut jasto
Please send the report by Friday तागी,0,tamang,slurs,तागी
she timilai काली jasto lagcha,1,nepali,gendered_insults,काली
